"15"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"f"	"-"	"-"	"-"	"e"	"d"	"e"	"f"	"-"	"-"	"d"	"-"	"g"	"-"	"k"	"-"	"h"	"g"	"f"	"-"	"g"	"h"	"-"	"g"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"-/d"	"e"	"-"	"-"	"f"	"e"	"-"	"f"	"-"	"-"	"-"	"h"	"g"	"-"	"g"	"-"	"-"	"-/g"	"-"	"-"	"-"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"-"	"-"	"-"	"h"	"-"	"h"	"-"	"g"	"f"	"f"	"e"	"e"	"f"	"g"	"-"	"-"	"f"	"-"	"e"	"d"	"d"	"e"	"f"	"-"	"f"	"-"	"f"	"e"	"-/d"	"f"	"-"	"e"	"e"
"16"	"-"	"-"	"-"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"-"	"g"	"f"	"e"	"d"	"e"	"-"	"f"	"e"	"d"	"-"	"c"	"e"	"-"	"-"	"-"	"-"	"-"	"e"	"d"	"-"	"-"	"e"	"-"	"-"	"e"	"g"	"h"	"-"	"h"	"h"	"g"	"f"	"-"	"-"	"h"	"-"	"-"	"-"	"-"	"-"	"g"	"f"	"-"	"-"	"e"	"d"	"-"	"-"	"-"	"f"	"e"	"d"	"-"	"g"	"-"	"-"	"-"	"g"	"-"	"g"	"-/g"	"h"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"e"	"-"	"h"	"-/k"	"h"	"h"	"h"	"g"	"-"	"k"	"g"	"f"	"-"	"e"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"e"	"d"	"d"	"e"	"-"	"-"	"-"	"-"	"-"	"e"	"d"	"-"	"f"	"e"	"-"
"17"	"-"	"-"	"-"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"-"	"g"	"f"	"e"	"d"	"e"	"-"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"d"	"-"	"-"	"f"	"e"	"d"	"-"	"f"	"-"	"e"	"-"	"e"	"g"	"-"	"k"	"-"	"-"	"g"	"f"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"e"	"-"	"-"	"f"	"-"	"f"	"e"	"d"	"f"	"g"	"-"	"-"	"h"	"g"	"f"	"-"	"g"	"h"	"-"	"f"	"-"	"-"	"f"	"e"	"e"	"-"	"e"	"g"	"-"	"-"	"h"	"-"	"h"	"g"	"-"	"-"	"-"	"-"	"e"	"e"	"-"	"f"	"g"	"-"	"-"	"f"	"e"	"e"	"d"	"-"	"e"	"-"	"g"	"-"	"-"	"f"	"-"	"d"	"f"	"f"	"e"	"-"
"18"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"e"	"g"	"h"	"-"	"h"	"-"	"-"	"f"	"g"	"-"	"h"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"-"	"-"	"e"	"-"	"-"	"-/f"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"g"	"g"	"h"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"e"	"g"	"h"	"-"	"-"	"h"	"h"	"-"	"-"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"d"	"e"	"-"	"-"	"-"	"g"	"-"	"e"	"c"	"-"	"f"	"-"	"e"
"19"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"-"	"h"	"k"	"h"	"-"	"-"	"-"	"g"	"-"	"h"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-/g"	"-"	"-"	"-"	"-"	"g"	"-"	"-"	"h"	"-"	"f"	"-"	"-"	"h"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"k"	"h"	"-"	"h"	"-"	"-"	"k"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"e"	"-"	"-"	"-"	"g"	"-"	"-"	"d"	"-"	"-"	"-"	"-"
"20"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"f"	"-"	"-"	"g"	"-"	"d"	"e"	"f"	"e"	"-"	"d"	"-/e"	"g"	"-"	"-"	"-"	"h"	"g"	"-"	"-"	"g"	"h"	"g"	"g"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"-"	"e"	"f"	"-"	"f"	"e"	"d"	"-"	"g"	"-"	"-"	"-"	"g"	"f"	"g"	"-"	"h"	"g"	"f"	"-"	"-"	"-"	"f"	"e"	"d"	"-"	"g"	"-"	"k"	"h"	"-"	"-"	"g"	"-"	"k"	"g"	"-"	"f"	"e"	"f"	"f"	"g"	"-"	"-"	"e"	"e"	"e"	"d"	"d"	"e"	"f"	"-"	"f"	"-"	"f"	"e"	"-"	"f"	"-"	"e"	"e"
"21"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"f"	"g"	"-"	"g"	"e"	"d"	"e"	"-"	"e"	"e"	"d"	"e"	"-"	"h"	"k"	"-"	"h"	"-"	"-"	"g"	"g"	"-"	"h"	"g"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"-"	"e"	"f"	"g"	"f"	"e"	"d"	"-"	"g"	"-"	"-"	"-"	"g"	"-"	"-"	"-"	"h"	"-"	"f"	"e"	"d"	"f"	"f"	"-"	"d"	"e"	"g"	"-"	"k"	"-"	"-"	"h"	"g"	"h"	"-"	"g"	"-"	"f"	"e"	"f"	"g"	"-"	"-"	"-"	"e"	"e"	"e"	"d"	"d"	"e"	"-"	"g"	"f"	"g"	"f"	"e"	"-"	"e"	"-"	"e"	"-"
"22"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"f"	"g"	"-"	"g"	"e"	"d"	"e"	"-"	"e"	"e"	"d"	"-"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"-/g"	"g"	"-"	"h"	"g"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"-"	"d"	"e"	"-"	"g"	"f"	"e"	"-"	"-"	"g"	"-"	"-"	"h"	"g"	"-"	"-"	"g"	"-"	"-"	"f"	"e"	"d"	"f"	"f"	"e"	"d"	"e"	"-"	"h"	"-"	"-"	"-"	"-"	"-"	"h"	"-"	"g"	"f"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"-"	"e"	"d"	"-"	"-"	"f"	"-"	"f"	"-"	"f"	"-"	"d"	"e"	"-"	"e"	"-/e"
"23"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"-"	"h"	"g"	"e"	"d"	"e"	"-"	"e"	"e"	"d"	"-"	"g"	"-"	"k"	"h"	"h"	"g"	"f"	"g"	"g"	"-"	"-"	"f"	"f"	"e"	"f"	"-"	"f"	"-"	"-"	"-"	"-"	"e"	"f"	"-"	"f"	"e"	"-"	"-"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"g"	"h"	"-"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"-"	"-"	"-/h"	"k"	"-"	"-"	"-"	"-"	"h"	"-"	"-"	"f"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"-"	"e"	"d"	"-"	"e"	"-"	"g"	"f"	"-"	"-"	"-"	"c"	"-"	"-"	"e"	"-"
"24"	"c"	"d"	"e"	"f"	"e"	"d"	"-"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"-"	"h"	"g"	"e"	"d"	"e"	"f"	"-"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"g"	"g"	"-"	"g"	"f"	"e"	"f"	"g"	"g"	"f"	"-"	"-"	"-"	"d"	"e"	"-"	"-"	"f"	"e"	"d"	"f"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"-"	"-"	"-"	"e"	"d"	"e"	"f"	"e"	"-"	"d"	"e"	"-"	"h"	"k"	"h"	"-"	"h"	"g"	"-"	"k"	"-"	"f"	"f"	"e"	"f"	"g"	"f"	"e"	"-"	"e"	"e"	"e"	"d"	"d"	"-"	"f"	"g"	"f"	"g"	"-"	"-"	"c"	"-"	"f"	"e"	"-"
"25"	"c"	"d"	"e"	"f"	"e"	"d"	"-"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"-"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"f"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"e"	"-"	"d"	"-"	"g"	"h"	"-"	"h"	"-"	"g"	"f"	"g"	"g"	"h"	"g"	"f"	"e"	"f"	"g"	"-"	"f"	"-"	"-"	"e"	"-"	"e"	"-/f"	"-"	"f"	"e"	"d"	"-"	"-"	"-"	"-"	"h"	"g"	"-"	"-"	"g"	"-"	"-"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"-"	"-"	"-"	"-"	"-"	"h"	"-"	"g"	"-"	"-"	"-/g"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"-"	"e"	"-"	"e"	"d"	"d"	"e"	"-"	"g"	"f"	"-"	"-"	"-"	"-"	"e"	"f"	"e"	"e"
"26"	"c"	"d"	"e"	"f"	"e"	"d"	"-"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"-"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"g"	"h"	"g"	"e"	"d"	"e"	"-"	"-"	"-"	"d"	"e"	"-"	"h"	"k"	"-"	"h"	"-"	"-"	"-"	"g"	"h"	"g"	"f"	"e"	"f"	"g"	"-"	"f"	"-"	"-"	"e"	"d"	"e"	"-"	"g"	"f"	"e"	"-"	"-"	"-"	"-"	"-"	"h"	"g"	"f"	"g"	"-"	"h"	"-"	"e"	"d"	"e"	"f"	"e"	"-"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"-"	"-"	"k"	"-"	"f"	"f"	"e"	"f"	"g"	"f"	"e"	"-"	"f"	"f"	"d"	"c"	"-"	"-"	"f"	"-"	"e"	"g"	"-"	"e"	"-"	"-"	"f"	"e"	"-"
"27"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"f"	"-"	"-"	"g"	"-"	"e"	"e"	"-"	"e"	"-"	"d"	"e"	"-"	"h"	"k"	"h"	"h"	"-"	"-"	"-"	"g"	"-"	"h"	"g"	"f"	"e"	"f"	"-"	"f"	"-"	"-"	"e"	"-"	"e"	"f"	"g"	"f"	"e"	"e"	"-"	"-"	"-"	"-"	"h"	"g"	"f"	"-"	"-"	"h"	"g"	"f"	"e"	"d"	"f"	"f"	"e"	"d"	"-"	"g"	"-"	"-"	"h"	"h"	"h"	"-"	"h"	"k"	"g"	"f"	"e"	"e"	"f"	"g"	"-"	"-"	"-"	"e"	"-"	"e"	"d"	"-"	"e"	"f"	"g"	"f"	"-"	"f"	"-"	"-"	"e"	"-"	"e"	"-"
"A_VOR_Cod_259_I"	"c"	"d"	"e"	"f"	"e"	"d"	"-"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"-"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"f"	"e"	"f"	"g"	"g"	"f"	"-"	"-"	"e"	"d"	"e"	"f"	"g"	"f"	"e"	"d"	"f"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"g"	"h"	"k"	"g"	"f"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"e"	"f"	"e"	"d"	"d"	"e"	"f"	"g"	"f"	"g"	"-"	"e"	"d"	"e"	"f"	"e"	"e"
"CH_E_611"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"f"	"g"	"-"	"-"	"-"	"-"	"-"	"e"	"d"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"g"	"g"	"-"	"h"	"g"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"-"	"-"	"e"	"f"	"g"	"f"	"f"	"-"	"f"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"f"	"e"	"d"	"f"	"f"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"-"	"h"	"k"	"g"	"f"	"e"	"e"	"f"	"g"	"-"	"-"	"-"	"e"	"f"	"e"	"d"	"d"	"e"	"f"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"f"	"e"	"e"
"CZ_HKm_II_A_4"	"c"	"d"	"e"	"f"	"e"	"d"	"-"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"f"	"e"	"f"	"g"	"g"	"f"	"e"	"f"	"e"	"d"	"e"	"f"	"g"	"f"	"e"	"-"	"f"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"-"	"h"	"k"	"g"	"f"	"f"	"e"	"f"	"g"	"f"	"e"	"-"	"f"	"e"	"d"	"c"	"d"	"e"	"f"	"g"	"e"	"g"	"-"	"e"	"c"	"-"	"f"	"e"	"e"
"CZ_PLm_504_C_004"	"c"	"d"	"e"	"f"	"e"	"d"	"c"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CZ_Pn_XV_A_10"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"-"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"g"	"g"	"-"	"-"	"f"	"f"	"e"	"f"	"g"	"g"	"e"	"f"	"e"	"d"	"e"	"f"	"g"	"f"	"e"	"-"	"f"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"-"	"h"	"k"	"g"	"f"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"e"	"f"	"d"	"d"	"e"	"f"	"g"	"e"	"g"	"-"	"e"	"c"	"-"	"-"	"d"	"e"
"CZ_Pu_I_D_20"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"-"	"-"	"g"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"g"	"g"	"h"	"h"	"g"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"-"	"e"	"f"	"g"	"e"	"f"	"d"	"f"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"f"	"e"	"d"	"e"	"f"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"g"	"h"	"k"	"g"	"f"	"f"	"e"	"f"	"g"	"-"	"-"	"-"	"e"	"f"	"e"	"d"	"d"	"e"	"f"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"f"	"e"	"e"
"D_KA_Aug_LX"	"c"	"d"	"e"	"f"	"e"	"d"	"d"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"-"	"-"	"g"	"f"	"e"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"g"	"g"	"-"	"h"	"g"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"-"	"-"	"e"	"f"	"g"	"f"	"e"	"e"	"f"	"g"	"-"	"-"	"h"	"j"	"f"	"g"	"g"	"h"	"g"	"f"	"e"	"d"	"e"	"f"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"h"	"h"	"k"	"g"	"f"	"e"	"f"	"g"	"f"	"e"	"e"	"-"	"e"	"f"	"e"	"d"	"d"	"e"	"f"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"f"	"e"	"e"
"F_Pn_lat_12044"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"e"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"d"	"g"	"-"	"f"	"e"	"d"	"f"	"f"	"e"	"e"	"c"	"e"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"g"	"h"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"f"	"-"	"-"	"e"	"d"	"d"	"f"	"g"	"f"	"e"	"d"	"f"	"g"	"h"	"h"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"f"	"h"	"g"	"f"	"e"	"e"	"c"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"g"	"h"	"k"	"g"	"f"	"e"	"e"	"e"	"f"	"g"	"-"	"-"	"f"	"f"	"e"	"d"	"d"	"e"	"f"	"g"	"d"	"g"	"f"	"e"	"d"	"f"	"f"	"e"	"e"
"NL_Uu_406"	"d"	"f"	"f"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"f"	"e"	"d"	"f"	"d"	"e"	"g"	"f"	"g"	"-"	"-"	"-"	"e"	"d"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"g"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"-"	"-"	"e"	"f"	"g"	"f"	"e"	"d"	"f"	"g"	"-"	"g"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"-"	"-"	"-"	"-"	"f"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"g"	"h"	"k"	"g"	"f"	"f"	"f"	"e"	"f"	"g"	"g"	"-"	"f"	"f"	"e"	"d"	"d"	"e"	"f"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"e"	"e"
"A_Wn_1799"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDN_Hsmu_M2149_L4"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CZ_Pu_XVII_E_1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"D_KNd_1161"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"F_Pn_lat_15181"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
